File,Dot_Index,Centroid_X,Centroid_Y,BBox_W_px,BBox_H_px,BBox_Diam_px,BBox_Diam_mm,Body_Major_px,Body_Diam_mm,Area_px,Circularity_Raw,Circularity_Body,Grid_Row,Grid_Col,Offset_X_mm,Offset_Y_mm,Distance_Error_mm,Merged_Flag
capture_0019.pgm,83,147,630,24,23,24,0.2347,24.0,0.2347,418,1.000,1.000,7,1,-0.3707,0.0748,0.3781,NO
capture_0019.pgm,84,351,631,24,25,25,0.2445,25.0,0.2445,439,1.000,1.000,7,3,-0.3766,0.0859,0.3863,NO
capture_0019.pgm,85,762,632,23,26,26,0.2543,26.0,0.2543,449,1.000,1.000,7,7,-0.3591,0.0985,0.3724,NO
capture_0019.pgm,86,966,631,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,7,9,-0.3650,0.0901,0.3760,NO
capture_0019.pgm,87,246,669,23,25,25,0.2445,25.0,0.2445,434,1.000,1.000,7,2,-0.4033,0.0396,0.4052,NO
capture_0019.pgm,88,1064,668,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,7,10,-0.4074,0.0353,0.4089,NO
capture_0019.pgm,89,651,669,25,21,25,0.2445,25.0,0.2445,401,1.000,1.000,7,6,-0.4445,0.0424,0.4465,NO
capture_0019.pgm,90,449,672,23,25,25,0.2445,25.0,0.2445,427,1.000,1.000,7,4,-0.4190,0.0703,0.4248,NO
capture_0019.pgm,91,862,674,21,23,23,0.2249,23.0,0.2249,359,1.000,1.000,7,8,-0.3819,0.0926,0.3930,NO
capture_0019.pgm,92,47,676,25,23,25,0.2445,25.0,0.2445,416,1.000,1.000,7,0,-0.3484,0.1067,0.3644,NO
capture_0019.pgm,93,756,712,24,23,24,0.2347,24.0,0.2347,403,1.000,1.000,8,7,-0.4184,0.0300,0.4195,NO
capture_0019.pgm,94,147,715,24,24,24,0.2347,24.0,0.2347,430,1.000,1.000,8,1,-0.3713,0.0552,0.3753,NO
capture_0019.pgm,95,1169,714,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,8,11,-0.3813,0.0523,0.3849,NO
capture_0019.pgm,96,555,716,24,22,24,0.2347,24.0,0.2347,397,1.000,1.000,8,5,-0.3831,0.0677,0.3891,NO
capture_0019.pgm,97,352,720,23,24,24,0.2347,24.0,0.2347,414,1.000,1.000,8,3,-0.3674,0.1055,0.3822,NO
capture_0019.pgm,98,967,720,24,24,24,0.2347,24.0,0.2347,431,1.000,1.000,8,9,-0.3558,0.1096,0.3723,NO
capture_0019.pgm,99,1067,755,23,24,24,0.2347,24.0,0.2347,394,1.000,1.000,8,10,-0.3787,0.0353,0.3803,NO
capture_0019.pgm,100,453,757,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,8,4,-0.3804,0.0508,0.3838,NO
capture_0019.pgm,101,863,759,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,8,8,-0.3727,0.0731,0.3798,NO
capture_0019.pgm,102,657,759,24,23,24,0.2347,24.0,0.2347,411,1.000,1.000,8,6,-0.3864,0.0717,0.3930,NO
capture_0019.pgm,103,45,762,23,25,25,0.2445,25.0,0.2445,437,1.000,1.000,8,0,-0.3686,0.0969,0.3811,NO
capture_0019.pgm,104,248,766,22,23,23,0.2249,23.0,0.2249,362,1.000,1.000,8,2,-0.3843,0.1374,0.4081,NO
capture_0019.pgm,105,753,799,25,24,25,0.2445,25.0,0.2445,437,1.000,1.000,9,7,-0.4483,0.0300,0.4493,NO
capture_0019.pgm,106,147,800,23,24,24,0.2347,24.0,0.2347,414,1.000,1.000,9,1,-0.3718,0.0357,0.3736,NO
capture_0019.pgm,107,965,800,25,24,25,0.2445,25.0,0.2445,446,1.000,1.000,9,9,-0.3760,0.0412,0.3782,NO
capture_0019.pgm,108,1168,801,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,9,11,-0.3917,0.0523,0.3952,NO
capture_0019.pgm,109,352,804,22,26,26,0.2543,26.0,0.2543,441,1.000,1.000,9,3,-0.3680,0.0761,0.3758,NO
capture_0019.pgm,110,553,805,23,24,24,0.2347,24.0,0.2347,404,1.000,1.000,9,5,-0.4033,0.0873,0.4126,NO
capture_0019.pgm,111,659,846,21,23,23,0.2249,23.0,0.2249,359,1.000,1.000,9,6,-0.3674,0.0717,0.3743,NO
capture_0019.pgm,112,46,847,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,9,0,-0.3594,0.0773,0.3676,NO
capture_0019.pgm,113,449,849,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,9,4,-0.4201,0.0997,0.4318,NO
capture_0019.pgm,114,757,885,23,25,25,0.2445,25.0,0.2445,429,1.000,1.000,10,7,-0.4098,0.0202,0.4103,NO
capture_0019.pgm,115,146,888,24,23,24,0.2347,24.0,0.2347,407,1.000,1.000,10,1,-0.3822,0.0454,0.3849,NO
capture_0019.pgm,116,554,889,24,25,25,0.2445,25.0,0.2445,426,1.000,1.000,10,5,-0.3941,0.0580,0.3983,NO
capture_0019.pgm,117,966,887,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,10,9,-0.3668,0.0412,0.3691,NO
capture_0019.pgm,118,352,888,24,23,24,0.2347,24.0,0.2347,404,1.000,1.000,10,3,-0.3686,0.0468,0.3715,NO
capture_0019.pgm,119,1170,889,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,10,11,-0.3727,0.0621,0.3779,NO
capture_0019.pgm,120,1065,930,24,22,24,0.2347,24.0,0.2347,390,1.000,1.000,10,10,-0.3994,0.0451,0.4019,NO
capture_0019.pgm,121,861,931,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,10,8,-0.3935,0.0535,0.3971,NO
capture_0019.pgm,122,42,935,24,23,24,0.2347,24.0,0.2347,406,1.000,1.000,10,0,-0.3991,0.0871,0.4085,NO
capture_0019.pgm,123,449,937,24,23,24,0.2347,24.0,0.2347,403,1.000,1.000,10,4,-0.4207,0.1094,0.4347,NO
capture_0019.pgm,124,658,937,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,10,6,-0.3778,0.1108,0.3937,NO
capture_0019.pgm,125,252,938,25,24,25,0.2445,25.0,0.2445,442,1.000,1.000,10,2,-0.3463,0.1178,0.3658,NO
capture_0019.pgm,126,350,974,23,24,24,0.2347,24.0,0.2347,400,1.000,1.000,11,3,-0.3887,0.0370,0.3905,NO
capture_0019.pgm,127,146,975,25,25,25,0.2445,25.0,0.2445,446,1.000,1.000,11,1,-0.3828,0.0454,0.3855,NO
capture_0019.pgm,128,759,975,22,24,24,0.2347,24.0,0.2347,404,1.000,1.000,11,7,-0.3908,0.0496,0.3939,NO
capture_0019.pgm,129,554,977,22,25,25,0.2445,25.0,0.2445,426,1.000,1.000,11,5,-0.3946,0.0677,0.4004,NO
capture_0019.pgm,130,968,978,22,24,24,0.2347,24.0,0.2347,397,1.000,1.000,11,9,-0.3478,0.0803,0.3570,NO
capture_0019.pgm,131,1172,979,23,24,24,0.2347,24.0,0.2347,414,1.000,1.000,11,11,-0.3537,0.0914,0.3654,NO
capture_0019.pgm,SUMMARY,,,,,,,,,,,,,,,,,
capture_0019.pgm,Count,131,,,,,,,,,,,,,,,
capture_0019.pgm,Missed,7,,,,,,,,,,,,,,,
capture_0019.pgm,Mean,,,,,,,,0.2326,,,,,,,,
capture_0019.pgm,Median,,,,,,,,0.2347,,,,,,,,
capture_0019.pgm,StdDev,,,,,,,,0.0117,,,,,,,,
capture_0019.pgm,Min,,,,,,,,0.2054,,,,,,,,
capture_0019.pgm,Max,,,,,,,,0.2543,,,,,,,,
capture_0020.pgm,1,863,46,24,23,24,0.2347,24.0,0.2347,414,1.000,1.000,0,8,-0.3680,-0.0932,0.3797,NO
capture_0020.pgm,2,1064,45,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,0,10,-0.4033,-0.1016,0.4159,NO
capture_0020.pgm,3,43,46,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,0,0,-0.3835,-0.0987,0.3960,NO
capture_0020.pgm,4,246,46,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,0,2,-0.3992,-0.0973,0.4109,NO
capture_0020.pgm,5,1268,47,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,0,12,-0.4092,-0.0807,0.4171,NO
capture_0020.pgm,6,661,50,23,25,25,0.2445,25.0,0.2445,423,1.000,1.000,0,6,-0.3426,-0.0555,0.3470,NO
capture_0020.pgm,7,453,51,22,25,25,0.2445,25.0,0.2445,426,1.000,1.000,0,4,-0.3758,-0.0470,0.3787,NO
capture_0020.pgm,8,347,88,23,23,23,0.2249,23.0,0.2249,377,1.000,1.000,1,3,-0.4122,-0.1195,0.4292,NO
capture_0020.pgm,9,962,88,24,24,24,0.2347,24.0,0.2347,419,1.000,1.000,1,9,-0.4006,-0.1153,0.4169,NO
capture_0020.pgm,10,1165,89,25,24,25,0.2445,25.0,0.2445,426,1.000,1.000,1,11,-0.4164,-0.1042,0.4292,NO
capture_0020.pgm,11,760,91,24,24,24,0.2347,24.0,0.2347,423,1.000,1.000,1,7,-0.3752,-0.0874,0.3852,NO
capture_0020.pgm,12,152,94,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,1,1,-0.3183,-0.0622,0.3243,NO
capture_0020.pgm,13,555,96,25,25,25,0.2445,25.0,0.2445,461,1.000,1.000,1,5,-0.3790,-0.0398,0.3811,NO
capture_0020.pgm,14,1264,134,24,25,25,0.2445,25.0,0.2445,430,1.000,1.000,1,12,-0.4489,-0.0807,0.4561,NO
capture_0020.pgm,15,43,134,25,22,25,0.2445,25.0,0.2445,412,1.000,1.000,1,0,-0.3841,-0.0889,0.3942,NO
capture_0020.pgm,16,247,134,25,23,25,0.2445,25.0,0.2445,427,1.000,1.000,1,2,-0.3900,-0.0875,0.3997,NO
capture_0020.pgm,17,658,134,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,1,6,-0.3725,-0.0848,0.3820,NO
capture_0020.pgm,18,1064,134,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,1,10,-0.4039,-0.0820,0.4121,NO
capture_0020.pgm,19,449,136,24,23,24,0.2347,24.0,0.2347,403,1.000,1.000,1,4,-0.4155,-0.0666,0.4208,NO
capture_0020.pgm,20,861,139,23,23,23,0.2249,23.0,0.2249,405,1.000,1.000,1,8,-0.3882,-0.0345,0.3897,NO
capture_0020.pgm,21,760,176,25,23,25,0.2445,25.0,0.2445,430,1.000,1.000,2,7,-0.3757,-0.1069,0.3907,NO
capture_0020.pgm,22,1166,175,23,23,23,0.2249,23.0,0.2249,384,1.000,1.000,2,11,-0.4072,-0.1140,0.4228,NO
capture_0020.pgm,23,351,182,22,26,26,0.2543,26.0,0.2543,434,1.000,1.000,2,3,-0.3737,-0.0510,0.3771,NO
capture_0020.pgm,24,553,181,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,2,5,-0.3992,-0.0594,0.4036,NO
capture_0020.pgm,25,965,183,24,24,24,0.2347,24.0,0.2347,420,1.000,1.000,2,9,-0.3719,-0.0371,0.3737,NO
capture_0020.pgm,26,153,185,24,24,24,0.2347,24.0,0.2347,427,1.000,1.000,2,1,-0.3091,-0.0230,0.3099,NO
capture_0020.pgm,27,243,217,25,23,25,0.2445,25.0,0.2445,415,1.000,1.000,2,2,-0.4297,-0.1267,0.4480,NO
capture_0020.pgm,28,450,219,23,23,23,0.2249,23.0,0.2249,384,1.000,1.000,2,4,-0.4063,-0.1057,0.4198,NO
capture_0020.pgm,29,1064,219,24,22,24,0.2347,24.0,0.2347,387,1.000,1.000,2,10,-0.4045,-0.1016,0.4170,NO
capture_0020.pgm,30,44,222,24,22,24,0.2347,24.0,0.2347,397,1.000,1.000,2,0,-0.3749,-0.0791,0.3831,NO
capture_0020.pgm,31,658,223,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,2,6,-0.3731,-0.0652,0.3787,NO
capture_0020.pgm,32,856,223,23,21,23,0.2249,23.0,0.2249,359,1.000,1.000,2,8,-0.4377,-0.0639,0.4423,NO
capture_0020.pgm,33,1266,223,24,22,24,0.2347,24.0,0.2347,387,1.000,1.000,2,12,-0.4300,-0.0611,0.4343,NO
capture_0020.pgm,34,1165,260,22,22,22,0.2152,22.0,0.2152,346,1.000,1.000,3,11,-0.4175,-0.1335,0.4384,NO
capture_0020.pgm,35,146,261,23,23,23,0.2249,23.0,0.2249,390,1.000,1.000,3,1,-0.3781,-0.1306,0.4000,NO
capture_0020.pgm,36,555,262,22,24,24,0.2347,24.0,0.2347,390,1.000,1.000,3,5,-0.3802,-0.1181,0.3981,NO
capture_0020.pgm,37,762,263,22,23,23,0.2249,23.0,0.2249,382,1.000,1.000,3,7,-0.3568,-0.1069,0.3725,NO
capture_0020.pgm,38,350,264,23,23,23,0.2249,23.0,0.2249,384,1.000,1.000,3,3,-0.3840,-0.0999,0.3968,NO
capture_0020.pgm,39,962,268,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,3,9,-0.4018,-0.0567,0.4058,NO
capture_0020.pgm,40,1065,307,23,24,24,0.2347,24.0,0.2347,407,1.000,1.000,3,10,-0.3953,-0.0918,0.4058,NO
capture_0020.pgm,41,1266,306,23,23,23,0.2249,23.0,0.2249,388,1.000,1.000,3,12,-0.4306,-0.1002,0.4421,NO
capture_0020.pgm,42,247,308,24,24,24,0.2347,24.0,0.2347,427,1.000,1.000,3,2,-0.3911,-0.0875,0.4008,NO
capture_0020.pgm,43,660,309,23,23,23,0.2249,23.0,0.2249,377,1.000,1.000,3,6,-0.3541,-0.0750,0.3620,NO
capture_0020.pgm,44,859,309,25,24,25,0.2445,25.0,0.2445,436,1.000,1.000,3,8,-0.4089,-0.0736,0.4155,NO
capture_0020.pgm,45,52,310,26,22,26,0.2543,26.0,0.2543,441,1.000,1.000,3,0,-0.2972,-0.0694,0.3052,NO
capture_0020.pgm,46,457,317,25,25,25,0.2445,25.0,0.2445,449,1.000,1.000,3,4,-0.3384,0.0019,0.3384,NO
capture_0020.pgm,47,1167,347,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,4,11,-0.3985,-0.1335,0.4203,NO
capture_0020.pgm,48,350,350,24,24,24,0.2347,24.0,0.2347,419,1.000,1.000,4,3,-0.3846,-0.1097,0.4000,NO
capture_0020.pgm,49,963,350,22,24,24,0.2347,24.0,0.2347,397,1.000,1.000,4,9,-0.3926,-0.1055,0.4066,NO
capture_0020.pgm,50,758,352,23,23,23,0.2249,23.0,0.2249,377,1.000,1.000,4,7,-0.3965,-0.0874,0.4060,NO
capture_0020.pgm,51,145,356,24,25,25,0.2445,25.0,0.2445,447,1.000,1.000,4,1,-0.3885,-0.0524,0.3920,NO
capture_0020.pgm,52,551,355,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,4,5,-0.4199,-0.0594,0.4241,NO
capture_0020.pgm,53,858,391,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,4,8,-0.4193,-0.1225,0.4368,NO
capture_0020.pgm,54,1066,392,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,4,10,-0.3861,-0.1114,0.4018,NO
capture_0020.pgm,55,662,395,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,4,6,-0.3351,-0.0848,0.3457,NO
capture_0020.pgm,56,247,396,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,4,2,-0.3917,-0.0778,0.3994,NO
capture_0020.pgm,57,47,397,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,4,0,-0.3467,-0.0694,0.3536,NO
capture_0020.pgm,58,454,402,25,25,25,0.2445,25.0,0.2445,454,1.000,1.000,4,4,-0.3683,-0.0177,0.3687,NO
capture_0020.pgm,59,961,435,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,5,9,-0.4128,-0.1251,0.4313,NO
capture_0020.pgm,60,1168,434,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,5,11,-0.3894,-0.1335,0.4116,NO
capture_0020.pgm,61,554,436,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,5,5,-0.3911,-0.1181,0.4086,NO
capture_0020.pgm,62,144,438,23,24,24,0.2347,24.0,0.2347,406,1.000,1.000,5,1,-0.3988,-0.1013,0.4115,NO
capture_0020.pgm,63,352,440,25,24,25,0.2445,25.0,0.2445,444,1.000,1.000,5,3,-0.3657,-0.0803,0.3744,NO
capture_0020.pgm,64,761,440,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,5,7,-0.3677,-0.0776,0.3758,NO
capture_0020.pgm,65,1060,473,24,23,24,0.2347,24.0,0.2347,398,1.000,1.000,5,10,-0.4454,-0.1701,0.4767,NO
capture_0020.pgm,66,651,481,24,22,24,0.2347,24.0,0.2347,387,1.000,1.000,5,6,-0.4433,-0.0946,0.4533,NO
capture_0020.pgm,67,856,481,25,22,25,0.2445,25.0,0.2445,407,1.000,1.000,5,8,-0.4394,-0.0932,0.4492,NO
capture_0020.pgm,68,454,483,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,5,4,-0.3689,-0.0764,0.3767,NO
capture_0020.pgm,69,247,485,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,5,2,-0.3923,-0.0582,0.3966,NO
capture_0020.pgm,70,47,485,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,5,0,-0.3473,-0.0596,0.3523,NO
capture_0020.pgm,71,1166,521,25,23,25,0.2445,25.0,0.2445,426,1.000,1.000,6,11,-0.4095,-0.1335,0.4307,NO
capture_0020.pgm,72,351,526,23,26,26,0.2543,26.0,0.2543,442,1.000,1.000,6,3,-0.3760,-0.0901,0.3867,NO
capture_0020.pgm,73,552,525,25,24,25,0.2445,25.0,0.2445,444,1.000,1.000,6,5,-0.4113,-0.0985,0.4229,NO
capture_0020.pgm,74,961,524,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,6,9,-0.4134,-0.1055,0.4266,NO
capture_0020.pgm,75,146,530,25,23,25,0.2445,25.0,0.2445,432,1.000,1.000,6,1,-0.3799,-0.0524,0.3835,NO
capture_0020.pgm,76,761,530,23,24,24,0.2347,24.0,0.2347,414,1.000,1.000,6,7,-0.3683,-0.0482,0.3715,NO
capture_0020.pgm,77,659,566,24,24,24,0.2347,24.0,0.2347,423,1.000,1.000,6,6,-0.3656,-0.1141,0.3830,NO
capture_0020.pgm,78,863,569,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,6,8,-0.3716,-0.0834,0.3808,NO
capture_0020.pgm,79,52,569,24,23,24,0.2347,24.0,0.2347,414,1.000,1.000,6,0,-0.2990,-0.0889,0.3119,NO
capture_0020.pgm,80,249,570,24,23,24,0.2347,24.0,0.2347,406,1.000,1.000,6,2,-0.3733,-0.0778,0.3814,NO
capture_0020.pgm,81,453,570,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,6,4,-0.3793,-0.0764,0.3869,NO
capture_0020.pgm,82,1059,571,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,6,10,-0.4557,-0.0625,0.4600,NO
capture_0020.pgm,83,963,608,25,24,25,0.2445,25.0,0.2445,434,1.000,1.000,7,9,-0.3944,-0.1349,0.4168,NO
capture_0020.pgm,84,1168,609,21,23,23,0.2249,23.0,0.2249,359,1.000,1.000,7,11,-0.3905,-0.1237,0.4097,NO
capture_0020.pgm,85,552,611,22,24,24,0.2347,24.0,0.2347,387,1.000,1.000,7,5,-0.4119,-0.1083,0.4259,NO
capture_0020.pgm,86,145,613,25,24,25,0.2445,25.0,0.2445,454,1.000,1.000,7,1,-0.3902,-0.0915,0.4008,NO
capture_0020.pgm,87,759,614,24,23,24,0.2347,24.0,0.2347,414,1.000,1.000,7,7,-0.3885,-0.0776,0.3961,NO
capture_0020.pgm,88,353,616,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,7,3,-0.3570,-0.0608,0.3622,NO
capture_0020.pgm,89,249,654,25,23,25,0.2445,25.0,0.2445,436,1.000,1.000,7,2,-0.3739,-0.1071,0.3890,NO
capture_0020.pgm,90,1064,654,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,7,10,-0.4074,-0.1016,0.4199,NO
capture_0020.pgm,91,51,656,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,7,0,-0.3093,-0.0889,0.3218,NO
capture_0020.pgm,92,453,656,23,23,23,0.2249,23.0,0.2249,380,1.000,1.000,7,4,-0.3799,-0.0862,0.3895,NO
capture_0020.pgm,93,859,657,23,22,23,0.2249,23.0,0.2249,382,1.000,1.000,7,8,-0.4113,-0.0736,0.4178,NO
capture_0020.pgm,94,656,660,22,24,24,0.2347,24.0,0.2347,390,1.000,1.000,7,6,-0.3956,-0.0457,0.3982,NO
capture_0020.pgm,95,1167,695,25,24,25,0.2445,25.0,0.2445,425,1.000,1.000,8,11,-0.4009,-0.1335,0.4225,NO
capture_0020.pgm,96,756,697,22,23,23,0.2249,23.0,0.2249,382,1.000,1.000,8,7,-0.4184,-0.1167,0.4343,NO
capture_0020.pgm,97,557,699,23,26,26,0.2543,26.0,0.2543,454,1.000,1.000,8,5,-0.3636,-0.0985,0.3767,NO
capture_0020.pgm,98,146,698,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,8,1,-0.3810,-0.1110,0.3969,NO
capture_0020.pgm,99,354,700,24,23,24,0.2347,24.0,0.2347,404,1.000,1.000,8,3,-0.3478,-0.0901,0.3593,NO
capture_0020.pgm,100,965,701,23,24,24,0.2347,24.0,0.2347,418,1.000,1.000,8,9,-0.3754,-0.0762,0.3831,NO
capture_0020.pgm,101,1266,741,23,24,24,0.2347,24.0,0.2347,421,1.000,1.000,8,12,-0.4335,-0.1002,0.4449,NO
capture_0020.pgm,102,50,742,23,23,23,0.2249,23.0,0.2249,391,1.000,1.000,8,0,-0.3197,-0.0987,0.3346,NO
capture_0020.pgm,103,247,742,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,8,2,-0.3941,-0.0973,0.4059,NO
capture_0020.pgm,104,1064,742,22,21,22,0.2152,22.0,0.2152,338,1.000,1.000,8,10,-0.4080,-0.0918,0.4182,NO
capture_0020.pgm,105,454,744,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,8,4,-0.3707,-0.0764,0.3784,NO
capture_0020.pgm,106,660,745,24,25,25,0.2445,25.0,0.2445,455,1.000,1.000,8,6,-0.3570,-0.0652,0.3629,NO
capture_0020.pgm,107,861,749,24,24,24,0.2347,24.0,0.2347,445,1.000,1.000,8,8,-0.3923,-0.0247,0.3931,NO
capture_0020.pgm,108,148,784,23,26,26,0.2543,26.0,0.2543,441,1.000,1.000,9,1,-0.3621,-0.1208,0.3817,NO
capture_0020.pgm,109,1168,782,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,9,11,-0.3917,-0.1335,0.4138,NO
capture_0020.pgm,110,760,787,23,25,25,0.2445,25.0,0.2445,430,1.000,1.000,9,7,-0.3798,-0.0874,0.3898,NO
capture_0020.pgm,111,354,788,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,9,3,-0.3484,-0.0803,0.3576,NO
capture_0020.pgm,112,962,789,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,9,9,-0.4053,-0.0664,0.4107,NO
capture_0020.pgm,113,555,791,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,9,5,-0.3837,-0.0496,0.3869,NO
capture_0020.pgm,114,657,824,25,23,25,0.2445,25.0,0.2445,415,1.000,1.000,9,6,-0.3869,-0.1435,0.4127,NO
capture_0020.pgm,115,251,826,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,9,2,-0.3555,-0.1267,0.3774,NO
capture_0020.pgm,116,860,827,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,9,8,-0.4027,-0.1128,0.4181,NO
capture_0020.pgm,117,454,830,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,9,4,-0.3712,-0.0862,0.3811,NO
capture_0020.pgm,118,1065,830,23,24,24,0.2347,24.0,0.2347,403,1.000,1.000,9,10,-0.3988,-0.0820,0.4071,NO
capture_0020.pgm,119,47,832,24,25,25,0.2445,25.0,0.2445,440,1.000,1.000,9,0,-0.3496,-0.0694,0.3564,NO
capture_0020.pgm,120,556,869,24,27,27,0.2641,27.0,0.2641,481,1.000,1.000,10,5,-0.3745,-0.1376,0.3990,NO
capture_0020.pgm,121,761,872,24,25,25,0.2445,25.0,0.2445,442,1.000,1.000,10,7,-0.3706,-0.1069,0.3858,NO
capture_0020.pgm,122,1169,870,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,10,11,-0.3825,-0.1237,0.4020,NO
capture_0020.pgm,123,149,873,22,23,23,0.2249,23.0,0.2249,375,1.000,1.000,10,1,-0.3529,-0.1013,0.3671,NO
capture_0020.pgm,124,354,878,22,25,25,0.2445,25.0,0.2445,412,1.000,1.000,10,3,-0.3490,-0.0510,0.3527,NO
capture_0020.pgm,125,965,878,21,22,22,0.2152,22.0,0.2152,338,1.000,1.000,10,9,-0.3766,-0.0469,0.3795,NO
capture_0020.pgm,126,657,914,23,23,23,0.2249,23.0,0.2249,398,1.000,1.000,10,6,-0.3875,-0.1141,0.4040,NO
capture_0020.pgm,127,1065,915,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,10,10,-0.3994,-0.1016,0.4121,NO
capture_0020.pgm,128,248,916,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,10,2,-0.3855,-0.0973,0.3976,NO
capture_0020.pgm,129,46,918,23,22,23,0.2249,23.0,0.2249,368,1.000,1.000,10,0,-0.3600,-0.0791,0.3686,NO
capture_0020.pgm,130,454,920,22,23,23,0.2249,23.0,0.2249,368,1.000,1.000,10,4,-0.3718,-0.0568,0.3761,NO
capture_0020.pgm,131,867,921,21,21,21,0.2054,21.0,0.2054,317,1.000,1.000,10,8,-0.3348,-0.0443,0.3377,NO
capture_0020.pgm,132,349,958,22,25,25,0.2445,25.0,0.2445,409,1.000,1.000,11,3,-0.3985,-0.1195,0.4160,NO
capture_0020.pgm,133,554,958,23,24,24,0.2347,24.0,0.2347,413,1.000,1.000,11,5,-0.3946,-0.1181,0.4119,NO
capture_0020.pgm,134,148,960,23,23,23,0.2249,23.0,0.2249,384,1.000,1.000,11,1,-0.3632,-0.1013,0.3771,NO
capture_0020.pgm,135,960,960,23,22,23,0.2249,23.0,0.2249,382,1.000,1.000,11,9,-0.4261,-0.0958,0.4367,NO
capture_0020.pgm,136,758,962,24,24,24,0.2347,24.0,0.2347,435,1.000,1.000,11,7,-0.4006,-0.0776,0.4080,NO
capture_0020.pgm,137,1168,962,22,24,24,0.2347,24.0,0.2347,397,1.000,1.000,11,11,-0.3929,-0.0748,0.3999,NO
capture_0020.pgm,138,658,999,22,22,22,0.2152,22.0,0.2152,360,1.000,1.000,11,6,-0.3783,-0.1337,0.4013,NO
capture_0020.pgm,139,861,1001,21,23,23,0.2249,23.0,0.2249,359,1.000,1.000,11,8,-0.3940,-0.1128,0.4099,NO
capture_0020.pgm,140,248,1001,23,22,23,0.2249,23.0,0.2249,375,1.000,1.000,11,2,-0.3860,-0.1169,0.4033,NO
capture_0020.pgm,141,1065,1002,22,22,22,0.2152,22.0,0.2152,353,1.000,1.000,11,10,-0.4000,-0.1016,0.4127,NO
capture_0020.pgm,142,455,1007,23,23,23,0.2249,23.0,0.2249,388,1.000,1.000,11,4,-0.3626,-0.0568,0.3671,NO
capture_0020.pgm,143,48,1009,24,25,25,0.2445,25.0,0.2445,451,1.000,1.000,11,0,-0.3410,-0.0400,0.3433,NO
capture_0020.pgm,SUMMARY,,,,,,,,,,,,,,,,,
capture_0020.pgm,Count,143,,,,,,,,,,,,,,,
capture_0020.pgm,Missed,0,,,,,,,,,,,,,,,
capture_0020.pgm,Mean,,,,,,,,0.2305,,,,,,,,
